location,dept,below 0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,above 100
UT Mammoth-Cottonwood,6,1055.7342657342658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,94,4195.127272727273,3981.6428571428573,4005.3529411764707,4093.3478260869565,3739.0625,4204.1578947368425,4088.785714285714,4430.75,3693.2,4559.0,4048.0,NaN
MT GINGER MONTANA,35,499.9592476489028,505.5,473.0,585.0,502.0,685.0,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,85,331.1818181818182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,38,11404.157718120805,10764.588235294117,11017.888888888889,10906.117647058823,11054.714285714286,10808.08,10885.969696969696,10980.864864864865,10994.875,10963.214285714286,11032.0,10972.807692307691
NE IMPERIAL,56,600.8649262202043,463.8421052631579,868.2857142857143,701.4615384615385,575.2727272727273,616.125,973.25,1017.0,272.0,NaN,1760.0,NaN
NV TUSCARORA,67,432.13660062565174,332.5,NaN,395.0,308.0,NaN,309.0,NaN,NaN,NaN,NaN,421.0
MT GINGER MONTANA,36,344.6259143155695,144.0,37.0,433.3333333333333,312.5,966.0,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,7,6231.545454545455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,95,3801.0030303030303,3882.8571428571427,4053.4117647058824,3903.4347826086955,4031.625,3886.9473684210525,3867.0714285714284,3935.3333333333335,3983.0,3593.6666666666665,3791.0,NaN
MT GINGER MONTANA,37,366.41797283176595,360.0,320.0,302.0,318.0,355.0,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,20,1680.4265734265734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,50,312.83529411764704,352.1818181818182,318.45454545454544,331.0952380952381,334.8333333333333,365.3333333333333,366.0,381.0,324.0,359.0,NaN,NaN
AK Granite Crk,87,2885.818181818182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,96,1321.0878787878787,1391.7857142857142,1415.4705882352941,1346.5652173913043,1440.1875,1266.157894736842,1266.5714285714287,1219.6666666666667,1302.0,1156.0,1447.0,NaN
NE IMPERIAL,58,210.32986111111111,221.42105263157896,247.35714285714286,166.84615384615384,171.9090909090909,182.0,347.5,212.33333333333334,295.0,NaN,401.0,NaN
CA IMPERIAL,51,4.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,8,5243.797202797203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,90,425.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,9,7167.839160839161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,59,92.5244040862656,66.57894736842105,65.85714285714286,64.07692307692308,62.36363636363637,61.375,55.25,64.0,46.0,NaN,68.0,NaN
UT Mammoth-Cottonwood,21,1285.8181818181818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,52,633.6558219178082,635.1052631578947,608.7058823529412,627.3478260869565,582.4666666666667,600.7142857142857,577.4615384615385,570.1153846153846,555.3,535.75,561.24,524.1809045226131
SD HOT SPRINGS,51,0.6206896551724138,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,97,765.2242424242424,726.2142857142857,779.7058823529412,763.3478260869565,768.875,766.6842105263158,766.3571428571429,815.0833333333334,770.2,795.6666666666666,761.5,NaN
CO Nast Lake,1,4383.955193482689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,10,5323.755244755244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,38,5669.539184952978,5110.0,6689.0,5486.666666666667,5594.0,7269.0,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,39,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,52,216.90160427807487,180.72727272727272,172.9090909090909,159.57142857142858,176.0,166.66666666666666,168.25,170.0,141.0,154.0,NaN,NaN
GA EDISON,98,1080.260606060606,921.1428571428571,933.5882352941177,959.8260869565217,886.25,930.0,917.1428571428571,973.3333333333334,881.8,1000.6666666666666,928.5,NaN
CO Nast Lake,2,11117.418533604889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,11,3877.4685314685316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,22,3170.2657342657344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,91,123.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,60,57.389925373134325,53.22222222222222,66.83333333333333,55.0,50.5,60.0,57.5,64.0,41.5,55.0,NaN,NaN
GA EDISON,99,0.0,0.0,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,23,6756.93006993007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,12,1162.6713286713286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,30,177.67839805825244,194.3,173.23333333333332,175.0,165.0,166.6315789473684,165.07692307692307,172.73333333333332,181.33333333333334,190.4,NaN,168.0
CA IMPERIAL,54,22.403812824956674,15.68421052631579,19.88235294117647,16.695652173913043,9.0,17.285714285714285,12.307692307692308,18.923076923076923,8.0,11.1875,15.458333333333334,22.689119170984455
WA Thunder Basin,92,2016.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,3,2790.502036659878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,67,2092.845213849287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,24,1527.8461538461538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,54,6.4768583450210375,2.0,6.5,6.1,1.6,-1.0,-4.0,NaN,-4.0,-1.0,NaN,NaN
CO Nast Lake,4,7555.654786150712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,31,120.96966019417475,158.2,157.46666666666667,141.12121212121212,131.8181818181818,136.89473684210526,136.84615384615384,131.8,185.77777777777777,111.6,NaN,109.14285714285714
CA IMPERIAL,55,2645.1866438356165,1728.421052631579,1796.1764705882354,1801.8260869565217,1555.1333333333334,1719.5714285714287,1698.3846153846155,1803.1153846153845,1742.15,1832.125,1744.72,1967.643216080402
AK Summit Creek,71,819.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,13,9941.853146853147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,60,12.304627249357326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,93,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,40,5659.335378323109,5340.888888888889,5413.2,5416.0,5586.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,55,1035.9935828877005,624.3636363636364,639.6363636363636,638.1428571428571,624.3333333333334,670.0,621.25,599.0,689.0,706.0,NaN,NaN
MI KALKASKA,41,367.4979550102249,259.22222222222223,154.8,209.5,189.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,14,4080.5874125874125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,56,1239.5428082191781,1252.3157894736842,954.5294117647059,895.6086956521739,748.4,767.8571428571429,434.53846153846155,485.6923076923077,489.65,320.4375,380.32,278.1206030150754
TN WHITE HOUSE,32,646.9745145631068,430.65,434.1666666666667,454.6363636363636,395.72727272727275,443.05263157894734,471.53846153846155,454.2,455.44444444444446,527.6,NaN,439.0
WA Thunder Basin,94,85.05405405405405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,5,4652.979633401222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,71,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,25,2308.132867132867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,72,6572.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,26,1851.1328671328672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,56,642.4716577540107,296.1818181818182,312.90909090909093,374.42857142857144,299.6666666666667,450.0,272.5,225.0,346.0,528.0,NaN,NaN
CO Nast Lake,6,973.6965376782077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,42,696.902862985685,705.8888888888889,793.4,804.0,703.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,72,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,95,4223.112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,33,458.31189320388347,514.7,466.46666666666664,463.57575757575756,439.54545454545456,467.2105263157895,481.61538461538464,453.8,540.5555555555555,409.0,NaN,407.14285714285717
UT Mammoth-Cottonwood,27,465.35664335664336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,96,513.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,7,7415.020366598778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,34,669.995145631068,613.4,566.4666666666667,561.8484848484849,577.1363636363636,578.421052631579,577.6923076923077,555.8666666666667,532.6666666666666,666.8,NaN,616.2857142857143
CO VALLECITO DAM,16,3038.104895104895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,58,436.5256849315069,372.0,332.88235294117646,417.4782608695652,361.3333333333333,363.14285714285717,364.3076923076923,354.6923076923077,453.5,392.125,448.84,434.36683417085425
AK Granite Crk,20,538.2447552447552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,71,-8.527272727272727,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,74,2191.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,58,100.78439153439153,96.8,105.85714285714286,94.61111111111111,100.85714285714286,145.0,126.33333333333333,117.0,145.0,145.0,NaN,NaN
CO VALLECITO DAM,17,2258.902097902098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,72,-6.142857142857143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,35,210.99150485436894,185.9,187.7,176.57575757575756,170.36363636363637,173.26315789473685,177.3846153846154,168.0,161.55555555555554,187.4,NaN,173.28571428571428
MT Bisson Creek,71,317.24475524475525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,28,148.62237762237763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,44,607.577709611452,561.1111111111111,536.2,592.5,573.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,59,202.23287671232876,51.26315789473684,65.88235294117646,56.78260869565217,48.13333333333333,57.57142857142857,61.30769230769231,52.26923076923077,42.3,49.9375,49.88,63.89949748743719
CO Nast Lake,8,7632.394093686355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,97,52.666666666666664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,74,96.83916083916084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,21,668.8811188811189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,29,1586.7202797202797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,36,82.60072815533981,115.9,116.73333333333333,132.27272727272728,127.4090909090909,94.63157894736842,115.84615384615384,123.93333333333334,86.44444444444444,130.2,NaN,119.14285714285714
CO Nast Lake,9,3152.1843177189407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,59,80.62032085561498,61.54545454545455,49.72727272727273,52.142857142857146,36.166666666666664,40.0,40.75,41.0,43.0,41.0,NaN,NaN
WA Thunder Basin,98,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,72,4570.762237762237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,45,1.3592233009708738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,31,2.6530612244897958,3.3333333333333335,4.0,8.0,7.285714285714286,8.25,15.0,15.0,15.0,NaN,3.0,NaN
CO VALLECITO DAM,18,1877.6451612903227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,22,1019.2517482517483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,74,37.64512711864407,43.5,31.4,37.42857142857143,49.0,41.0,21.0,32.0,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,52,3.7311827956989245,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,46,2736.2310838445806,2902.5555555555557,3000.8,3065.5,2589.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,19,433.53846153846155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,1,2772.673733804476,2209.0526315789475,2203.2727272727275,2155.842105263158,2165.5714285714284,2313.2,2183.9333333333334,2226.6363636363635,2123.0,2256.2727272727275,2212.5555555555557,2107.4117647058824
WI HALES CORNERS-WHITNALL PK,67,1676.1162303664921,1222.090909090909,1198.2222222222222,1135.2,1210.6666666666667,1638.5,1150.0,1352.0,1598.5,1402.0,NaN,NaN
AK Granite Crk,23,2098.5384615384614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,77,27.166666666666668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,32,3.24,3.7142857142857144,5.375,2.5714285714285716,3.0,4.5,2.0,NaN,2.0,NaN,8.0,NaN
AK Granite Crk,24,632.2657342657343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,67,755.2596401028278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,2,3765.878680800942,4077.0526315789475,4082.6363636363635,4022.4210526315787,4116.142857142857,4137.866666666667,4079.5333333333333,3989.5454545454545,4095.2,4154.363636363636,4269.333333333333,4039.470588235294
AK Summit Creek,78,0.14285714285714285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,74,1400.3916083916083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,47,3.5813953488372094,-64.0,-6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,33,1.3548387096774193,0.0,0.0,0.0,NaN,8.0,NaN,8.0,8.0,NaN,NaN,NaN
TN WHITE HOUSE,38,15588.662621359223,14733.25,15042.7,15009.09090909091,15480.772727272728,14957.78947368421,15562.384615384615,16218.133333333333,16308.222222222223,13824.4,NaN,14302.57142857143
KS HORTON,71,342.32979976442874,309.05263157894734,237.27272727272728,279.1578947368421,292.5,258.53333333333336,264.8666666666667,274.8181818181818,243.4,266.6363636363636,330.22222222222223,277.4117647058824
KS HORTON,72,5808.532391048292,4872.578947368421,4746.636363636364,4643.894736842105,4665.714285714285,4561.4,4527.066666666667,4587.636363636364,4497.6,5017.909090909091,4683.777777777777,4454.058823529412
AK Summit Creek,79,5171.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,48,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,34,0.25,NaN,0.0,0.0,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,60,23.563492063492063,18.0,19.4375,15.148148148148149,14.857142857142858,14.083333333333334,17.444444444444443,9.666666666666666,11.333333333333334,34.0,20.5,14.4
AK Granite Crk,25,971.083916083916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,3,897.4782096584216,1216.5263157894738,1151.090909090909,1107.157894736842,1308.9285714285713,940.8,991.9333333333333,925.9090909090909,850.9,1044.1818181818182,1185.6666666666667,1166.0588235294117
TN WHITE HOUSE,1,1106.7063106796118,793.75,743.8333333333334,748.0,691.9545454545455,827.578947368421,723.1538461538462,703.2666666666667,688.3333333333334,821.6,NaN,801.5714285714286
KS HORTON,4,3423.6572438162543,3764.2105263157896,3852.6363636363635,3797.684210526316,3820.3571428571427,3898.5333333333333,3815.0666666666666,3657.909090909091,3839.7,3930.909090909091,3940.5555555555557,3788.3529411764707
GA EDISON,35,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,49,1522.719836400818,1443.7777777777778,1247.8,1521.5,1639.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,79,1091.2657342657342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,26,878.9440559440559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,27,131.48951048951048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,5,2642.873969375736,1954.578947368421,1971.8181818181818,1910.3157894736842,1879.5,1894.4666666666667,1825.4,1959.8181818181818,1714.0,1810.3636363636363,1909.111111111111,1740.7058823529412
TN WHITE HOUSE,2,2403.4453883495144,2515.3,2409.9333333333334,2371.030303030303,2351.2727272727275,2363.4736842105262,2433.3846153846152,2379.866666666667,2379.777777777778,2640.8,NaN,2446.5714285714284
ID EAGLE IDAHO,56,19.50531914893617,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,36,5.933333333333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,77,33.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,74,1373.1001177856301,1684.5263157894738,1595.0,1492.2631578947369,1632.7142857142858,1563.7333333333333,1522.3333333333333,1478.6363636363637,1479.4,1584.7272727272727,1753.7777777777778,1502.0
AK HIDDEN FALLS HATCHERY,71,392.0875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,79,1954.835546475996,2089.25,2012.8,1830.5714285714287,2193.0,2154.0,2068.0,1633.0,NaN,NaN,NaN,NaN
KS HORTON,6,574.3533568904594,639.1052631578947,562.8181818181819,506.42105263157896,529.4285714285714,569.8,580.9333333333333,674.9090909090909,461.1,568.2727272727273,502.77777777777777,501.6470588235294
WA Thunder Basin,30,228.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,28,44.79020979020979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,3,733.7985436893204,1180.55,1162.9333333333334,986.6666666666666,1038.909090909091,1042.157894736842,950.2307692307693,904.4,1124.7777777777778,634.0,NaN,757.1428571428571
MT Bisson Creek,78,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,29,415.94405594405595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,79,789.4825174825174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,31,156.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,72,6780.85625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,7,2733.6725559481742,2362.4210526315787,2575.6363636363635,2506.157894736842,2354.0,2802.4,2520.866666666667,2593.909090909091,2635.4,2627.090909090909,2259.222222222222,2407.235294117647
TN WHITE HOUSE,4,1206.7233009708739,1251.05,1192.9333333333334,1172.939393939394,1149.4545454545455,1161.9473684210527,1195.7692307692307,1194.8,1213.7777777777778,1255.4,NaN,1187.142857142857
GA EDISON,38,1930.4575757575758,1943.2142857142858,2175.6470588235293,1930.9565217391305,2240.3125,1649.578947368421,1764.7857142857142,1324.8333333333333,1816.0,1188.6666666666667,1749.5,NaN
KS HORTON,77,51.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,90,2973.006993006993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,8,4859.03062426384,4806.105263157895,4866.272727272727,4834.684210526316,4829.785714285715,4822.266666666666,4783.533333333334,4675.909090909091,4880.1,4890.636363636364,4803.333333333333,4826.176470588235
TX HEBBRONVILLE,60,60.96796338672769,52.233333333333334,50.111111111111114,49.84,52.8,50.94117647058823,54.5,51.90384615384615,54.2,51.824561403508774,52.673469387755105,54.0
AK Summit Creek,10,2843.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,5,1739.5351941747572,1420.7,1265.1333333333334,1303.121212121212,1204.4545454545455,1329.0526315789473,1418.2307692307693,1306.8,1217.111111111111,1674.6,NaN,1515.142857142857
WA Thunder Basin,32,636.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,59,11.27683615819209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,74,1675.9979166666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,78,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,6,302.29490291262135,186.5,209.93333333333334,221.63636363636363,182.6818181818182,205.0,245.15384615384616,202.4,235.44444444444446,292.4,NaN,280.7142857142857
CO VALLECITO DAM,80,2767.944055944056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,9,2521.462897526502,3705.9473684210525,3748.6363636363635,3714.8947368421054,3596.0,4346.133333333333,3916.4,3926.090909090909,4271.3,4031.4545454545455,3497.222222222222,3788.529411764706
AK AURORA,10,54.83916083916084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,11,1653.986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,33,365.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,91,2800.1748251748254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,67,97.67460317460318,81.14285714285714,75.4375,88.88888888888889,82.57142857142857,86.41666666666667,79.0,91.83333333333333,150.0,73.0,93.5,56.2
WA Thunder Basin,34,815.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,81,4435.986013986014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,79,1864.3757361601884,1949.9473684210527,1980.8181818181818,1909.842105263158,1827.7142857142858,1983.2666666666667,1890.8666666666666,1967.2727272727273,1954.6,1950.6363636363637,1987.888888888889,1914.4117647058824
TN WHITE HOUSE,7,1480.3968446601941,1356.25,1143.2666666666667,1208.4848484848485,1208.7272727272727,1122.578947368421,1210.5384615384614,1240.7333333333333,1170.5555555555557,1516.2,NaN,1323.2857142857142
AK AURORA,11,249.1118881118881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,12,399.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,92,8514.426573426574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,82,4195.426573426574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,12,25.53846153846154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,13,6094.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,93,301.1489361702128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,35,206.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,8,1191.6614077669904,1148.6,1146.7333333333333,1161.7878787878788,1143.8636363636363,1166.6315789473683,1175.5384615384614,1169.8666666666666,1145.888888888889,1205.8,NaN,1219.7142857142858
NM MOUNTAINAIR,10,57.28702757916241,61.75,55.4,61.142857142857146,67.0,51.0,58.0,57.0,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,94,53.130434782608695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,77,96.33333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,83,1308.2517482517483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
